cell_index,cell_id,borough,nta_id,nta_name,housing_units,median_gross_rent_usd,margin_of_error_usd,rent_percentile,bar_height_m,source_level,primary_source_level,dominant_source_geoid,source_geography_count,source_unit_coverage_share,lower_bound_90_usd,upper_bound_90_usd
1286,892a100a907ffff,Bronx,BX0202,Longwood,1594,1161.4,216.8,0.0534,153.0,mixed,tract,36005008500,3,1.0,944.6,1378.2
1287,892a100a90bffff,Bronx,BX0102,Melrose,983,1192.6,236.9,0.0585,165.4,mixed,block_group,360050079005,5,1.0,955.7,1429.5
1288,892a100a90fffff,Bronx,BX0202,Longwood,1154,1672.8,359.4,0.2495,622.3,mixed,block_group,360050083001,5,1.0,1313.4,2032.2
1289,892a100a913ffff,Bronx,BX0202,Longwood,1343,1222.8,160.7,0.0644,178.0,block_group,block_group,360050129012,5,1.0,1062.1,1383.5
1290,892a100a917ffff,Bronx,BX0202,Longwood,752,1148.9,184.0,0.0507,146.7,block_group,block_group,360050089002,5,1.0,964.9,1332.9
1291,892a100a91bffff,Bronx,BX0301,Morrisania,722,1414.5,585.6,0.111,288.7,block_group,block_group,360050133002,3,1.0,828.9,2000.1
1294,892a100a92bffff,Bronx,BX0201,Hunts Point,325,1562.1,242.1,0.1748,442.5,mixed,block_group,360050031001,2,1.0,1320.0,1804.2
1298,892a100a93bffff,Bronx,BX0202,Longwood,1136,1255.8,192.3,0.07,190.7,mixed,block_group,360050083005,5,1.0,1063.5,1448.1
1299,892a100a943ffff,Bronx,BX0102,Melrose,1783,1239.7,113.4,0.0673,184.6,mixed,block_group,360050075002,4,1.0,1126.3,1353.1
1300,892a100a947ffff,Bronx,BX0102,Melrose,1705,794.5,295.3,0.0179,81.2,block_group,block_group,360050075003,3,1.0,499.2,1089.8
1301,892a100a94bffff,Bronx,BX0102,Melrose,1288,1180.8,113.3,0.0568,161.3,mixed,block_group,360050069001,4,1.0,1067.5,1294.1
1302,892a100a94fffff,Bronx,BX0102,Melrose,947,1279.3,270.8,0.076,202.6,mixed,block_group,360050071002,2,1.0,1008.5,1550.1
1303,892a100a953ffff,Bronx,BX0301,Morrisania,1221,1487.6,180.2,0.1414,358.6,block_group,block_group,360050141002,4,1.0,1307.4,1667.8
1304,892a100a957ffff,Bronx,BX0102,Melrose,593,1259.3,117.8,0.0709,193.1,block_group,block_group,360050075002,3,1.0,1141.5,1377.1
1305,892a100a95bffff,Bronx,BX0301,Morrisania,1501,1360.1,67.3,0.0947,249.0,block_group,block_group,360050141003,4,1.0,1292.8,1427.4
1306,892a100a963ffff,Bronx,BX0101,Mott Haven-Port Morris,1636,1164.0,100.1,0.0543,155.3,mixed,block_group,360050035003,6,1.0,1063.9,1264.1
1307,892a100a967ffff,Bronx,BX0101,Mott Haven-Port Morris,474,1698.2,215.9,0.2739,679.1,block_group,block_group,360050031001,3,1.0,1482.3,1914.1
1308,892a100a96bffff,Bronx,BX0101,Mott Haven-Port Morris,376,918.1,267.9,0.0254,97.2,block_group,block_group,360050043004,3,1.0,650.2,1186.0
1309,892a100a96fffff,Bronx,BX0101,Mott Haven-Port Morris,246,1592.9,155.8,0.1923,484.0,mixed,block_group,360050035001,4,1.0,1437.1,1748.7
1310,892a100a973ffff,Bronx,BX0102,Melrose,1635,1361.0,436.1,0.0951,250.0,mixed,block_group,36005007900,4,1.0,924.9,1797.1
1311,892a100a977ffff,Bronx,BX0102,Melrose,1470,1576.3,212.6,0.1822,459.9,block_group,block_group,360050031001,7,1.0,1363.7,1788.9
1312,892a100a97bffff,Bronx,BX0102,Melrose,1063,896.3,235.3,0.0245,95.2,block_group,block_group,360050073003,3,1.0,661.0,1131.6
1313,892a100a983ffff,Bronx,BX0202,Longwood,1109,1388.0,132.1,0.103,270.5,mixed,block_group,360050159001,6,1.0,1255.9,1520.1
1314,892a100a987ffff,Bronx,BX0202,Longwood,628,1481.4,404.5,0.1378,349.7,block_group,block_group,360050119001,2,1.0,1076.9,1885.9
1315,892a100a98bffff,Bronx,BX0202,Longwood,1171,1386.3,139.9,0.1025,269.0,mixed,block_group,360050129011,6,1.0,1246.4,1526.2
1316,892a100a98fffff,Bronx,BX0202,Longwood,1492,1159.8,143.3,0.0527,151.2,mixed,block_group,360050087002,6,1.0,1016.5,1303.1
1317,892a100a993ffff,Bronx,BX0202,Longwood,1576,1154.1,181.2,0.0514,148.5,mixed,block_group,360050127011,6,1.0,972.9,1335.3
1318,892a100a997ffff,Bronx,BX0202,Longwood,1434,1565.0,88.9,0.1761,445.7,mixed,tract,36005011900,3,1.0,1476.1,1653.9
1319,892a100a99bffff,Bronx,BX0303,Crotona Park East,828,1270.3,133.2,0.0736,197.4,block_group,block_group,360050125001,4,1.0,1137.1,1403.5
1320,892a100a9a3ffff,Bronx,BX0201,Hunts Point,889,1594.2,200.3,0.1941,488.4,block_group,block_group,360050093013,2,1.0,1393.9,1794.5
1321,892a100a9a7ffff,Bronx,BX0201,Hunts Point,1045,1523.4,211.9,0.1582,401.0,block_group,block_group,360050093012,3,1.0,1311.5,1735.3
1322,892a100a9abffff,Bronx,BX0201,Hunts Point,133,1290.8,190.7,0.0794,210.8,mixed,block_group,360050089002,2,1.0,1100.1,1481.5
1323,892a100a9afffff,Bronx,BX0201,Hunts Point,155,1292.5,450.1,0.0803,213.2,mixed,block_group,360050093012,2,1.0,842.4,1742.6
1324,892a100a9b3ffff,Bronx,BX0201,Hunts Point,1653,1272.8,259.4,0.0741,198.8,block_group,block_group,360050115022,4,1.0,1013.4,1532.2
1325,892a100a9b7ffff,Bronx,BX0201,Hunts Point,976,1431.2,208.9,0.1178,303.5,block_group,block_group,360050117011,4,1.0,1222.3,1640.1
1326,892a100a9bbffff,Bronx,BX0201,Hunts Point,869,1173.2,358.2,0.0557,158.5,block_group,block_group,360050089001,3,1.0,815.0,1531.4
1327,892a100a9c3ffff,Bronx,BX0301,Morrisania,1134,1426.6,346.8,0.1156,298.4,mixed,block_group,360050135002,4,1.0,1079.8,1773.4
1328,892a100a9c7ffff,Bronx,BX0202,Longwood,1273,1286.7,398.5,0.0781,207.4,block_group,block_group,360050129012,4,1.0,888.2,1685.2
1329,892a100a9cbffff,Bronx,BX0301,Morrisania,1700,1175.5,113.1,0.0561,159.4,block_group,block_group,360050185011,4,1.0,1062.4,1288.6
1330,892a100a9cfffff,Bronx,BX0301,Morrisania,1806,721.2,279.0,0.0126,71.7,block_group,block_group,360050133001,4,1.0,442.2,1000.2
1331,892a100a9d3ffff,Bronx,BX0301,Morrisania,1172,1162.5,154.6,0.0538,153.9,mixed,block_group,360050135003,6,1.0,1007.9,1317.1
1332,892a100a9d7ffff,Bronx,BX0202,Longwood,1195,1242.9,107.5,0.0682,186.5,mixed,block_group,360050131001,4,1.0,1135.4,1350.4
1333,892a100a9dbffff,Bronx,BX0301,Morrisania,1315,1224.3,195.9,0.0651,178.9,block_group,block_group,360050185022,4,1.0,1028.4,1420.2
1334,892a100aa03ffff,Manhattan,MN1201,Washington Heights (South),2579,1781.8,198.7,0.3581,866.4,block_group,block_group,360610241001,6,1.0,1583.1,1980.5
1335,892a100aa07ffff,Manhattan,MN1201,Washington Heights (South),2153,1201.7,421.2,0.0609,169.6,mixed,block_group,360610241004,5,1.0,780.5,1622.9
1336,892a100aa0fffff,Manhattan,MN0903,Hamilton Heights-Sugar Hill,806,2011.8,396.8,0.5876,1434.5,block_group,block_group,360610237003,3,1.0,1615.0,2408.6
1337,892a100aa13ffff,Manhattan,MN1201,Washington Heights (South),2338,1914.2,312.2,0.4923,1203.8,mixed,block_group,360610245002,6,1.0,1602.0,2226.4
1338,892a100aa17ffff,Manhattan,MN1201,Washington Heights (South),2424,1345.4,121.5,0.0904,238.6,mixed,block_group,360610245004,4,1.0,1223.9,1466.9
1339,892a100aa1bffff,Manhattan,MN1201,Washington Heights (South),371,1802.8,879.4,0.3832,925.2,block_group,block_group,360610247001,2,1.0,923.4,2682.2
1340,892a100aa23ffff,Manhattan,MN0903,Hamilton Heights-Sugar Hill,1632,1662.5,231.3,0.2392,597.9,block_group,block_group,360610231002,7,1.0,1431.2,1893.8
1341,892a100aa27ffff,Manhattan,MN0903,Hamilton Heights-Sugar Hill,1765,1578.2,275.9,0.1837,463.7,block_group,block_group,360610259001,4,1.0,1302.3,1854.1
1342,892a100aa2bffff,Manhattan,MN0903,Hamilton Heights-Sugar Hill,2263,2100.6,246.4,0.6732,1654.1,block_group,block_group,360610233002,5,1.0,1854.2,2347.0
1343,892a100aa2fffff,Manhattan,MN0903,Hamilton Heights-Sugar Hill,2000,1790.5,263.0,0.3682,890.9,block_group,block_group,360610231002,6,1.0,1527.5,2053.5
1344,892a100aa33ffff,Manhattan,MN0903,Hamilton Heights-Sugar Hill,1666,1656.3,329.8,0.2327,583.7,block_group,block_group,360610235013,5,1.0,1326.5,1986.1
1345,892a100aa37ffff,Manhattan,MN1002,Harlem (North),2235,1507.0,172.0,0.1498,380.2,block_group,block_group,360610235021,3,1.0,1335.0,1679.0
1346,892a100aa3bffff,Manhattan,MN0903,Hamilton Heights-Sugar Hill,1786,1847.2,221.9,0.4307,1040.6,block_group,block_group,360610237001,4,1.0,1625.3,2069.1
1347,892a100aa67ffff,Manhattan,MN0903,Hamilton Heights-Sugar Hill,768,2127.6,620.7,0.6993,1721.4,block_group,block_group,360610229001,3,1.0,1506.9,2748.3
1349,892a100aa77ffff,Manhattan,MN0903,Hamilton Heights-Sugar Hill,1237,2128.3,471.6,0.7,1723.4,block_group,block_group,360610237002,2,1.0,1656.7,2599.9
1350,892a100aa83ffff,Manhattan,MN1201,Washington Heights (South),1861,1926.3,220.6,0.5009,1228.8,block_group,block_group,360610253003,7,1.0,1705.7,2146.9
1351,892a100aa8bffff,Manhattan,MN1201,Washington Heights (South),300,1654.9,213.9,0.2316,580.9,block_group,block_group,360610245002,2,1.0,1441.0,1868.8
1352,892a100aa8fffff,Manhattan,MN1201,Washington Heights (South),1555,1392.8,143.7,0.105,274.6,block_group,block_group,360610245001,6,1.0,1249.1,1536.5
1353,892a100aa93ffff,Manhattan,MN1201,Washington Heights (South),2328,1398.2,180.0,0.107,279.6,block_group,block_group,360610261001,6,1.0,1218.2,1578.2
1354,892a100aa9bffff,Manhattan,MN1201,Washington Heights (South),2521,1922.3,229.8,0.4979,1220.1,block_group,block_group,360610253006,8,1.0,1692.5,2152.1
1355,892a100aaa3ffff,Manhattan,MN1002,Harlem (North),984,758.0,263.0,0.0143,75.0,block_group,block_group,360610243022,1,1.0,495.0,1021.0
1356,892a100aaa7ffff,Bronx,BX0402,Highbridge,106,1730.0,393.0,0.3064,755.2,block_group,block_group,360050189001,1,1.0,1337.0,2123.0
1357,892a100aaabffff,Manhattan,MN1201,Washington Heights (South),1340,1686.1,201.7,0.2623,653.2,mixed,block_group,360610239002,5,1.0,1484.4,1887.8
1358,892a100aaafffff,Manhattan,MN1002,Harlem (North),1616,718.8,196.8,0.0121,70.5,mixed,tract,36061024302,2,1.0,522.0,915.6
1359,892a100aab7ffff,Bronx,BX0402,Highbridge,924,1514.9,182.6,0.1537,389.3,block_group,block_group,360050189004,4,1.0,1332.3,1697.5
1360,892a100aabbffff,Manhattan,MN1201,Washington Heights (South),959,1419.6,190.1,0.1127,292.3,block_group,block_group,360610243012,2,1.0,1229.5,1609.7
1362,892a100aad7ffff,Manhattan,MN1201,Washington Heights (South),517,2184.6,594.2,0.7453,1853.1,block_group,block_group,360610255001,2,1.0,1590.4,2778.8
1363,892a100ab03ffff,Bronx,BX0401,Concourse-Concourse Village,2106,2597.0,1167.0,0.916,2373.6,block_group,block_group,360050063015,1,1.0,1430.0,3764.0
1364,892a100ab07ffff,Bronx,BX0101,Mott Haven-Port Morris,974,2711.5,932.0,0.9461,2466.2,block_group,block_group,360050051001,2,1.0,1779.5,3643.5
1365,892a100ab0bffff,Manhattan,MN1002,Harlem (North),1028,1504.5,184.7,0.1483,376.0,block_group,block_group,360610214001,2,1.0,1319.8,1689.2
1366,892a100ab13ffff,Bronx,BX0401,Concourse-Concourse Village,449,1632.3,124.2,0.2154,541.1,mixed,tract,36005006301,3,1.0,1508.1,1756.5
1367,892a100ab17ffff,Bronx,BX0101,Mott Haven-Port Morris,56,2793.0,1362.0,0.9566,2504.8,block_group,block_group,360050051001,1,1.0,1431.0,4155.0
1368,892a100ab23ffff,Bronx,BX0101,Mott Haven-Port Morris,1232,1026.7,548.9,0.0343,116.6,block_group,block_group,360050023001,3,1.0,477.8,1575.6
1369,892a100ab27ffff,Bronx,BX0101,Mott Haven-Port Morris,1287,2011.4,434.9,0.5871,1433.2,block_group,block_group,360050019011,2,1.0,1576.5,2446.3
1370,892a100ab2bffff,Bronx,BX0101,Mott Haven-Port Morris,1185,2793.0,1362.0,0.9566,2504.8,block_group,block_group,360050051001,1,1.0,1431.0,4155.0
1371,892a100ab2fffff,Bronx,BX0101,Mott Haven-Port Morris,1129,2008.0,484.0,0.5841,1426.2,block_group,block_group,360050019011,1,1.0,1524.0,2492.0
1372,892a100ab33ffff,Bronx,BX0101,Mott Haven-Port Morris,1631,591.8,89.8,0.0069,60.3,mixed,block_group,360050051002,3,1.0,502.0,681.6
1373,892a100ab37ffff,Bronx,BX0101,Mott Haven-Port Morris,1310,831.0,391.4,0.0195,84.7,block_group,block_group,360050023003,6,1.0,439.6,1222.4
1375,892a100ab43ffff,Manhattan,MN1002,Harlem (North),2576,908.6,86.3,0.0247,95.6,block_group,block_group,360610230004,6,1.0,822.3,994.9
1376,892a100ab47ffff,Manhattan,MN1002,Harlem (North),2915,1466.7,296.6,0.1324,336.1,block_group,block_group,360610214002,6,1.0,1170.1,1763.3
1377,892a100ab4bffff,Manhattan,MN1002,Harlem (North),1473,1673.3,100.6,0.25,624.0,mixed,block_group,360610221021,7,1.0,1572.7,1773.9
1378,892a100ab4fffff,Manhattan,MN1002,Harlem (North),1898,1372.8,236.3,0.099,260.0,block_group,block_group,360610228004,6,1.0,1136.5,1609.1
1379,892a100ab53ffff,Manhattan,MN1002,Harlem (North),2485,1704.1,196.0,0.2798,691.8,block_group,block_group,360610234002,3,1.0,1508.1,1900.1
1380,892a100ab57ffff,Manhattan,MN1002,Harlem (North),1252,1401.2,116.4,0.1075,281.1,block_group,block_group,360610232002,3,1.0,1284.8,1517.6
1381,892a100ab5bffff,Manhattan,MN1002,Harlem (North),2378,1318.4,164.7,0.0853,225.9,block_group,block_group,360610227003,5,1.0,1153.7,1483.1
1382,892a100ab63ffff,Manhattan,MN1002,Harlem (North),2501,1994.6,277.6,0.5724,1396.9,block_group,block_group,360610212004,5,1.0,1717.0,2272.2
1383,892a100ab67ffff,Manhattan,MN1102,East Harlem (North),1738,1118.2,159.0,0.0465,136.8,block_group,block_group,360610210004,4,1.0,959.2,1277.2
1384,892a100ab6bffff,Manhattan,MN1002,Harlem (North),1845,1848.3,328.1,0.4319,1043.6,block_group,block_group,360610226002,5,1.0,1520.2,2176.4
1385,892a100ab6fffff,Manhattan,MN1002,Harlem (North),1743,1542.5,240.8,0.1654,419.2,block_group,block_group,360610208002,4,1.0,1301.7,1783.3
1386,892a100ab73ffff,Manhattan,MN1002,Harlem (North),2699,1453.0,181.7,0.1262,324.1,mixed,block_group,36061021000,3,1.0,1271.3,1634.7
1387,892a100ab77ffff,Manhattan,MN1102,East Harlem (North),206,2011.0,1102.0,0.5869,1432.6,block_group,block_group,360610210002,1,1.0,909.0,3113.0
1388,892a100ab7bffff,Manhattan,MN1002,Harlem (North),1078,1287.7,209.9,0.0785,208.4,block_group,block_group,360610228002,4,1.0,1077.8,1497.6
1389,892a100ab83ffff,Bronx,BX0401,Concourse-Concourse Village,1214,1287.4,351.5,0.0783,207.9,block_group,block_group,360050061003,2,1.0,935.9,1638.9
1390,892a100ab87ffff,Bronx,BX0102,Melrose,1259,1092.5,238.1,0.0415,132.8,mixed,tract,36005006700,3,1.0,854.4,1330.6
1391,892a100ab8bffff,Bronx,BX0401,Concourse-Concourse Village,729,1428.0,154.1,0.1165,300.5,block_group,block_group,360050063014,3,1.0,1273.9,1582.1
1392,892a100ab8fffff,Bronx,BX0401,Concourse-Concourse Village,813,1338.4,93.2,0.0895,236.2,mixed,block_group,360050065002,3,1.0,1245.2,1431.6
1393,892a100ab93ffff,Bronx,BX0401,Concourse-Concourse Village,184,1702.1,170.1,0.2781,687.8,block_group,block_group,360050059021,2,1.0,1532.0,1872.2
1394,892a100ab97ffff,Bronx,BX0102,Melrose,1318,1244.3,421.0,0.0686,187.4,block_group,block_group,360050069004,4,1.0,823.3,1665.3
1395,892a100ab9bffff,Bronx,BX0401,Concourse-Concourse Village,1634,1493.3,103.3,0.1441,364.9,block_group,block_group,360050063012,5,1.0,1390.0,1596.6
1396,892a100aba3ffff,Bronx,BX0102,Melrose,586,1062.7,315.7,0.0379,124.9,block_group,block_group,360050065001,3,1.0,747.0,1378.4
1397,892a100aba7ffff,Bronx,BX0101,Mott Haven-Port Morris,1104,913.3,193.8,0.0253,96.8,mixed,block_group,360050043002,4,1.0,719.5,1107.1
1398,892a100ababffff,Bronx,BX0101,Mott Haven-Port Morris,1072,531.5,143.3,0.0045,56.0,block_group,block_group,360050051003,2,1.0,388.2,674.8
1399,892a100abafffff,Bronx,BX0101,Mott Haven-Port Morris,1152,894.9,253.0,0.024,94.0,mixed,block_group,360050041004,4,1.0,641.9,1147.9
1400,892a100abb3ffff,Bronx,BX0102,Melrose,1160,1080.1,236.0,0.0395,128.8,mixed,tract,36005006700,3,1.0,844.1,1316.1
1401,892a100abb7ffff,Bronx,BX0102,Melrose,1249,1256.6,249.8,0.0702,191.2,block_group,block_group,360050071002,3,1.0,1006.8,1506.4
1402,892a100abbbffff,Bronx,BX0102,Melrose,1283,1327.1,112.9,0.0879,232.2,mixed,block_group,360050065002,4,1.0,1214.2,1440.0
1404,892a100abcbffff,Manhattan,MN1002,Harlem (North),2019,1308.1,186.8,0.0837,221.5,mixed,block_group,360610234001,4,1.0,1121.3,1494.9
1405,892a100abcfffff,Manhattan,MN1002,Harlem (North),1225,1141.0,61.0,0.0491,142.6,block_group,block_group,360610236004,1,1.0,1080.0,1202.0
1407,892a100abd7ffff,Bronx,BX0401,Concourse-Concourse Village,159,1142.0,426.0,0.0493,143.1,block_group,block_group,360050063013,1,1.0,716.0,1568.0
1408,892a100abdbffff,Manhattan,MN1002,Harlem (North),258,1299.0,352.0,0.0815,216.1,block_group,block_group,360610236001,1,1.0,947.0,1651.0
1409,892a100ac03ffff,Bronx,BX0503,Fordham Heights,2151,1664.9,114.5,0.2428,607.0,mixed,block_group,360050237042,11,1.0,1550.4,1779.4
1410,892a100ac07ffff,Bronx,BX0502,Mount Hope,2208,1774.2,546.1,0.3515,849.7,block_group,block_group,360050381005,9,1.0,1228.1,2320.3
1411,892a100ac0bffff,Bronx,BX0501,University Heights (South)-Morris Heights,1029,1415.4,117.0,0.1111,289.2,mixed,tract,36005024100,6,1.0,1298.4,1532.4
1412,892a100ac0fffff,Bronx,BX0502,Mount Hope,2597,1492.2,170.2,0.144,364.4,mixed,block_group,360050235024,9,1.0,1322.0,1662.4
1413,892a100ac13ffff,Bronx,BX0503,Fordham Heights,1885,1602.4,300.0,0.1981,500.0,mixed,block_group,360050383013,7,1.0,1302.4,1902.4
1414,892a100ac17ffff,Bronx,BX0503,Fordham Heights,1560,1583.0,120.7,0.1864,470.3,block_group,block_group,360050383031,7,1.0,1462.3,1703.7
1415,892a100ac1bffff,Bronx,BX0503,Fordham Heights,1940,1510.7,95.4,0.1517,384.5,mixed,block_group,360050239002,10,1.0,1415.3,1606.1
1416,892a100ac23ffff,Bronx,BX0602,Tremont,478,1348.7,208.4,0.0916,241.6,mixed,block_group,360050379002,4,1.0,1140.3,1557.1
1417,892a100ac27ffff,Bronx,BX0602,Tremont,632,1545.9,501.3,0.1669,422.5,block_group,block_group,360050395004,2,1.0,1044.6,2047.2
1418,892a100ac2bffff,Bronx,BX0502,Mount Hope,3479,1541.0,158.6,0.1644,416.6,block_group,block_group,360050231001,6,1.0,1382.4,1699.6
1419,892a100ac2fffff,Bronx,BX0502,Mount Hope,91,1412.4,245.5,0.11,286.7,block_group,block_group,360050165001,3,1.0,1166.9,1657.9
1420,892a100ac33ffff,Bronx,BX0602,Tremont,974,1400.8,265.8,0.1073,280.6,mixed,block_group,360050379002,4,1.0,1135.0,1666.6
1421,892a100ac37ffff,Bronx,BX0602,Tremont,899,1254.1,169.8,0.0695,189.3,mixed,block_group,360050375043,3,1.0,1084.3,1423.9
1422,892a100ac3bffff,Bronx,BX0502,Mount Hope,2599,1273.4,216.2,0.0744,199.3,block_group,block_group,360050381006,8,1.0,1057.2,1489.6
1424,892a100ac47ffff,Bronx,BX0501,University Heights (South)-Morris Heights,1233,1395.8,153.2,0.1061,277.1,mixed,block_group,360050245021,6,1.0,1242.6,1549.0
1425,892a100ac4bffff,Bronx,BX0701,University Heights (North)-Fordham,332,1807.0,100.0,0.3873,934.2,block_group,block_group,360050247001,1,1.0,1707.0,1907.0
1426,892a100ac4fffff,Bronx,BX0501,University Heights (South)-Morris Heights,978,1539.8,164.8,0.1641,416.0,block_group,block_group,360050245023,5,1.0,1375.0,1704.6
1427,892a100ac53ffff,Bronx,BX0701,University Heights (North)-Fordham,931,1630.9,329.0,0.2149,539.4,block_group,block_group,360050257001,4,1.0,1301.9,1959.9
1428,892a100ac57ffff,Bronx,BX0501,University Heights (South)-Morris Heights,931,1354.9,398.3,0.0931,245.1,mixed,block_group,360050251005,5,1.0,956.6,1753.2
1429,892a100ac5bffff,Bronx,BX0701,University Heights (North)-Fordham,241,1703.0,108.0,0.2786,688.9,block_group,block_group,360050257001,1,1.0,1595.0,1811.0
1430,892a100ac63ffff,Bronx,BX0502,Mount Hope,1650,1362.6,140.2,0.096,252.5,block_group,block_group,360050233013,6,1.0,1222.4,1502.8
1431,892a100ac67ffff,Bronx,BX0502,Mount Hope,2361,1451.2,184.4,0.1248,321.6,block_group,block_group,360050227012,7,1.0,1266.8,1635.6
1432,892a100ac6bffff,Bronx,BX0501,University Heights (South)-Morris Heights,1651,1077.0,127.9,0.0388,127.1,block_group,block_group,360050215021,7,1.0,949.1,1204.9
1433,892a100ac6fffff,Bronx,BX0502,Mount Hope,2237,1637.9,141.0,0.2192,549.4,block_group,block_group,360050227013,6,1.0,1496.9,1778.9
1434,892a100ac73ffff,Bronx,BX0502,Mount Hope,1644,1333.5,242.1,0.0891,235.2,mixed,block_group,360050243001,9,1.0,1091.4,1575.6
1435,892a100ac77ffff,Bronx,BX0502,Mount Hope,1918,1218.4,177.1,0.0635,175.6,block_group,block_group,360050235021,9,1.0,1041.3,1395.5
1436,892a100ac7bffff,Bronx,BX0501,University Heights (South)-Morris Heights,1317,1369.6,188.6,0.0981,257.5,block_group,block_group,360050243004,6,1.0,1181.0,1558.2
1437,892a100ac83ffff,Bronx,BX0503,Fordham Heights,1147,1733.3,211.2,0.3134,762.3,block_group,block_group,360050399021,5,1.0,1522.1,1944.5
1438,892a100ac87ffff,Bronx,BX0603,Belmont,1041,1362.8,188.7,0.0962,253.0,block_group,block_group,360050385001,3,1.0,1174.1,1551.5
1439,892a100ac8bffff,Bronx,BX0503,Fordham Heights,1477,1568.2,131.3,0.1769,447.9,block_group,block_group,360050237031,4,1.0,1436.9,1699.5
1440,892a100ac8fffff,Bronx,BX0503,Fordham Heights,2136,1293.5,209.7,0.0806,214.2,block_group,block_group,360050383032,8,1.0,1083.8,1503.2
1441,892a100ac93ffff,Bronx,BX0701,University Heights (North)-Fordham,1827,1472.7,164.4,0.1346,341.3,block_group,block_group,360050399013,7,1.0,1308.3,1637.1
1443,892a100ac9bffff,Bronx,BX0701,University Heights (North)-Fordham,1259,1691.3,492.1,0.2668,663.0,block_group,block_group,360050401005,6,1.0,1199.2,2183.4
1444,892a100aca3ffff,Bronx,BX0602,Tremont,1133,1407.4,235.9,0.1095,285.2,mixed,block_group,360050375041,4,1.0,1171.5,1643.3
1445,892a100aca7ffff,Bronx,BX0602,Tremont,1314,1516.8,738.0,0.155,392.5,mixed,block_group,360050373001,5,1.0,778.8,2254.8
1446,892a100acabffff,Bronx,BX0602,Tremont,593,1240.0,125.8,0.0675,185.0,block_group,block_group,360050395001,5,1.0,1114.2,1365.8
1447,892a100acafffff,Bronx,BX0602,Tremont,578,1197.1,651.9,0.0601,167.7,block_group,block_group,360050375042,4,1.0,545.2,1849.0
1448,892a100acb3ffff,Bronx,BX0603,Belmont,1290,1896.1,469.6,0.4745,1158.3,mixed,block_group,360050387002,7,1.0,1426.5,2365.7
1449,892a100acb7ffff,Bronx,BX0603,Belmont,1585,1401.6,370.8,0.1077,281.6,mixed,block_group,360050391002,5,1.0,1030.8,1772.4
1450,892a100acbbffff,Bronx,BX0603,Belmont,1407,1388.4,155.9,0.1033,271.0,mixed,block_group,360050385004,6,1.0,1232.5,1544.3
1451,892a100acc3ffff,Bronx,BX0701,University Heights (North)-Fordham,1312,1517.4,96.2,0.1557,394.1,block_group,block_group,360050263001,8,1.0,1421.2,1613.6
1452,892a100acc7ffff,Bronx,BX0503,Fordham Heights,1768,1753.1,151.6,0.3352,805.8,mixed,block_group,360050253001,6,1.0,1601.5,1904.7
1453,892a100accbffff,Bronx,BX0701,University Heights (North)-Fordham,881,1593.3,368.8,0.1929,485.1,block_group,block_group,360050255002,4,1.0,1224.5,1962.1
1454,892a100accfffff,Bronx,BX0701,University Heights (North)-Fordham,2190,1486.1,169.1,0.1404,356.0,block_group,block_group,360050255001,8,1.0,1317.0,1655.2
1455,892a100acd3ffff,Bronx,BX0701,University Heights (North)-Fordham,1714,1752.8,383.3,0.3347,804.7,block_group,block_group,360050265002,7,1.0,1369.5,2136.1
1456,892a100acd7ffff,Bronx,BX0701,University Heights (North)-Fordham,1588,1657.1,112.1,0.2336,586.0,mixed,block_group,360050401004,7,1.0,1545.0,1769.2
1457,892a100acdbffff,Bronx,BX0701,University Heights (North)-Fordham,1508,1613.6,101.0,0.2035,513.2,block_group,block_group,360050261001,3,1.0,1512.6,1714.6
1458,892a100ad03ffff,Bronx,BX0303,Crotona Park East,1431,1153.2,439.6,0.0509,147.1,block_group,block_group,360050161001,5,1.0,713.6,1592.8
1459,892a100ad07ffff,Bronx,BX0303,Crotona Park East,1274,1183.0,385.7,0.0572,162.2,block_group,block_group,360050157002,4,1.0,797.3,1568.7
1460,892a100ad0fffff,Bronx,BX0303,Crotona Park East,1004,1447.4,389.3,0.1229,316.9,mixed,block_group,360050157004,6,1.0,1058.1,1836.7
1461,892a100ad13ffff,Bronx,BX0601,West Farms,838,1321.6,316.4,0.0862,228.3,block_group,block_group,360050359001,2,1.0,1005.2,1638.0
1462,892a100ad17ffff,Bronx,BX0601,West Farms,423,1349.7,392.9,0.092,242.6,block_group,block_group,360050359001,2,1.0,956.8,1742.6
1463,892a100ad1bffff,Bronx,BX0602,Tremont,755,1650.4,276.8,0.2285,573.0,block_group,block_group,360050367002,3,1.0,1373.6,1927.2
1464,892a100ad23ffff,Bronx,BX0303,Crotona Park East,184,2180.0,101.0,0.7428,1844.5,block_group,block_group,360050054003,1,1.0,2079.0,2281.0
1465,892a100ad27ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,1290,1131.4,195.8,0.048,139.9,block_group,block_group,360050052002,4,1.0,935.6,1327.2
1466,892a100ad2bffff,Bronx,BX0303,Crotona Park East,1220,1329.3,87.3,0.0885,233.7,mixed,block_group,36005012300,4,1.0,1242.0,1416.6
1467,892a100ad2fffff,Bronx,BX0303,Crotona Park East,284,817.7,149.6,0.0186,82.8,block_group,block_group,360050121011,2,1.0,668.1,967.3
1468,892a100ad33ffff,Bronx,BX0901,Soundview-Bruckner-Bronx River,414,1688.6,203.0,0.2641,658.4,block_group,block_group,360050056003,4,1.0,1485.6,1891.6
